"week","mean","median","sd","skewness","kurtosis"
"2020-11",30780.9495717521,328,67911.426699765,5.33267163240382,58.2203313898771
"2020-12",23343.6639809874,57,85465.783039962,5.17801636560858,39.8381915665053
"2020-13",32517.7800355391,58,135976.947251498,7.1141311357458,65.8821317542022
"2020-14",12667.0995420291,59,62541.4034952978,10.7842557523975,175.57675056078
"2020-15",14986.4941174019,29,64247.5321121878,6.24410818058537,53.5827385142822
"2020-16",16949.7188777393,58,66404.9361284941,7.15023979563281,75.7778282996032
"2020-17",64704.8287495386,5872,99356.0809589897,3.21710540084964,29.953592057423
"2020-18",76086.782400096,28016,96771.8635988966,2.56976827228204,25.436942467515
"2020-19",36081.7856790845,63,98096.2414768685,5.88609327073044,60.37862874039
"2020-20",28052.5771487495,60,79019.8777936531,5.7786348052739,55.0871122680609
"2020-21",64567.7153278732,33,160550.856137104,2.40854316285625,7.40919554905072
"2020-22",130987.668922852,176,211804.337240226,1.23367772897046,2.95148535505329
"2020-23",117289.389769984,67815,138429.927882661,1.23178562949594,3.87004374654052
"2020-24",77865.9139728072,16923.5,103872.223614036,2.62534920057933,23.3052204541986
"2020-25",23055.8175264859,25,79613.5070150335,6.51353450186102,70.8552900550345
"2020-26",14114.7954177735,14,67326.2273759623,8.06383733496621,98.4927961550757
"2020-27",13769.31113236,16,67371.4256236567,7.49205096852136,82.4730503733688
"2020-28",19716.8461528077,35,70235.0475207542,7.75338430158176,98.5830481392821
"2020-29",13599.1370794444,18,69792.2716355168,8.37255799016121,103.762363670261
"2020-30",14927.2047404508,21,68237.3553033523,7.46828201778731,78.9311732499302
"2020-31",26886.9362581303,27,88172.0093441932,5.84094015125997,56.1655258873959
"2020-32",16400.1860940974,13,75527.6583302771,7.42074065002219,79.3939084726786
"2020-33",17252.6591130951,12,83033.7617709573,7.46717156013736,80.1433957822867
"2020-34",24142.5018240966,30,88209.9939316121,7.1315843746453,81.8278689660258
"2020-35",13263.4474197666,15,69425.7529644504,8.73004498116119,109.408945665993
"2020-36",14238.2610078775,14,70873.4589256892,7.65711847505303,82.4041849225925
"2020-37",10654.0225036934,12,61498.4519046534,8.67902041897371,104.900628344504
"2020-38",8040.66409232928,9,44585.641169337,13.4958007645065,264.198090010873
"2020-39",4884.35692320046,2,40419.971786763,14.8976008237044,306.466382686826
"2020-40",5494.49598235836,3,42016.1510472404,12.7693927744384,216.947913269533
"2020-41",6403.54594779208,4,53098.0049851265,14.3551456346004,265.73926082243
"2020-42",6489.81794986765,5,52574.3068206163,14.6560693547047,297.59292258122
"2020-43",14573.5813877364,6,72207.786859265,7.90186799627206,95.1704185110419
"2020-44",12175.2325994492,7,65317.6562601316,8.20613295152006,93.1161094418092
"2020-45",13453.4246267345,16,83752.4432460855,10.479279977237,137.199279932616
"2020-46",12669.9099401715,9,72240.0304846331,8.87706749126637,106.446701616518
"2020-47",25307.3782939337,13,109749.797886439,6.81231824733727,66.2715851076967
"2020-48",26424.5969623735,26,115630.832146044,7.24577753677311,70.3614816149436
"2020-49",45703.461736923,152,103915.796339501,4.2370678951804,30.0969616658683
"2020-50",44353.134624839,22,121153.740768054,3.59764147990502,21.9031534681395
"2020-51",38359.1135765744,26,130147.330946788,4.50626831916173,28.6336935451953
"2020-52",42859.183808308,24,186770.720594232,7.11527527054942,64.1351037832771
"2020-53",37678.4421552662,21,144777.615646303,5.58949386508262,45.0690079005308
"2021-01",60082.6729262713,31,169548.105827896,3.68624581374083,20.6809332206699
"2021-02",35026.6488112664,33,134127.03118716,5.16706000991905,36.4964432420919
"2021-03",25939.9911013714,17,125513.134402976,6.73183436717897,58.7766195076877
"2021-04",25461.5082862467,21,123955.261418066,6.50043771857791,53.8938972432373
"2021-05",24471.2638002381,26,119153.82090769,6.93856620410114,63.2169854326326
"2021-06",33536.3261989223,22,143078.386309977,5.80366118646099,44.2718820656005
"2021-07",29845.787383775,26,127397.529299128,5.99415278723875,48.1062105821958
"2021-08",15961.5143899439,16,97265.7088759599,9.0282484678471,104.984954514931
"2021-09",14696.0119377854,19,92766.47193304,9.81081980915638,123.832499133761
"2021-10",21458.8033539733,24,123273.795808184,9.36869545533703,106.307418971963
"2021-11",12639.573188293,15,81976.2283064201,10.3294399469837,139.461427539148
